AircraftId,Date,DayOfTheWeek,AircraftType,Origin,Destination,DepartureAEST,DepartureHour,ArrivalAEST,Duration
FD602,6/07/2022,Wednesday,PC12,Warburton (YWBR),Blackstone Range (YBSR),1:30 PM,13,1:56 PM,26
FD607,4/07/2022,Monday,PC12,Broome Int'l (BME / YBRM),Derby (DRB / YDBY),12:02 AM,0,12:28 AM,26
FD607,8/07/2022,Friday,PC12,Broome Int'l (BME / YBRM),Derby (DRB / YDBY),8:56 PM,20,9:22 PM,26
FD607,8/07/2022,Friday,PC12,Derby (DRB / YDBY),Broome Int'l (BME / YBRM),11:21 PM,23,11:47 PM,26
FD617,4/07/2022,Monday,PC12,Wiluna (WUN / YWLU),Meekatharra (MKR / YMEK),6:28 PM,18,6:54 PM,26
FD874,12/07/2022,Tuesday,PC12,Darwin Int'l / RAAF (DRW / YPDN),Garden Point (GPN / YGPT),3:37 PM,15,4:03 PM,26
AM273,6/07/2022,Wednesday,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),2:44 PM,14,3:11 PM,27
FD416,8/07/2022,Friday,BE20,Boulia (BQL / YBOU),Roxborough Downs (YROX),4:18 PM,16,4:45 PM,27
FD416,6/07/2022,Wednesday,BE20,Osborne Mine (YOSB),Mount Isa (ISA / YBMA),8:14 AM,8,8:41 AM,27
FD416,16/07/2022,Saturday,BE20,Osborne Mine (YOSB),Mount Isa (ISA / YBMA),3:52 PM,15,4:19 PM,27
FD425,12/07/2022,Tuesday,BE20,Bundaberg (BDB / YBUD),Gladstone (GLT / YGLA),7:53 AM,7,8:20 AM,27
FD425,9/07/2022,Saturday,BE20,Toowoomba (YTWB),Brisbane (BNE / YBBN),11:38 PM,23,12:05 AM,27
FD425,11/07/2022,Monday,BE20,Toowoomba (YTWB),Maroochydore/Sunshine Coast (MCY / YBSU),10:22 AM,10,10:49 AM,27
FD427,16/07/2022,Saturday,B350,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),1:52 PM,13,2:19 PM,27
FD427,11/07/2022,Monday,B350,Goondiwindi (GOO / YGDI),Wellcamp Airport (WTB / YBWW),11:11 AM,11,11:38 AM,27
FD449,11/07/2022,Monday,B350,Rockhampton (ROK / YBRK),Theodore (YTDR),7:58 AM,7,8:25 AM,27
FD449,15/07/2022,Friday,B350,Theodore (YTDR),Rockhampton (ROK / YBRK),1:48 PM,13,2:15 PM,27
FD456,7/07/2022,Thursday,BE20,Toowoomba (YTWB),Brisbane (BNE / YBBN),5:54 PM,17,6:21 PM,27
FD467,9/07/2022,Saturday,BE20,Kingaroy (KGY / YKRY),Brisbane (BNE / YBBN),3:07 PM,15,3:34 PM,27
FD493,17/07/2022,Sunday,BE20,Cunnamulla (CMA / YCMU),Charleville (CTL / YBCV),2:46 PM,14,3:13 PM,27
FD534,10/07/2022,Sunday,PC12,Adelaide Int'l (ADL / YPAD),Clare Valley (YCVA),9:34 AM,9,10:01 AM,27
FD534,16/07/2022,Saturday,PC12,Wudinna (YWUD),Port Lincoln (PLO / YPLC),5:32 PM,17,5:59 PM,27
FD543,12/07/2022,Tuesday,PC12,Marla (YALA),Oodnadatta (YOOD),4:24 PM,16,4:51 PM,27
FD601,5/07/2022,Tuesday,PC12,Jandakot (JAD / YPJT),Narrogin (YNRG),11:03 AM,11,11:30 AM,27
FD617,7/07/2022,Thursday,PC12,Bunbury (BUY / YBUN),Jandakot (JAD / YPJT),7:45 AM,7,8:12 AM,27
FD617,8/07/2022,Friday,PC12,Mount James (YMJE),Paraburdoo (YPBO),11:11 PM,23,11:38 PM,27
FD619,15/07/2022,Friday,PC12,Wiluna (WUN / YWLU),Meekatharra (MKR / YMEK),8:07 PM,20,8:34 PM,27
FD623,15/07/2022,Friday,PC12,Broome Int'l (BME / YBRM),Derby (DRB / YDBY),8:45 PM,20,9:12 PM,27
FD623,15/07/2022,Friday,PC12,Derby (DRB / YDBY),Broome Int'l (BME / YBRM),11:14 PM,23,11:41 PM,27
FD629,16/07/2022,Saturday,PC12,Broome Int'l (BME / YBRM),Derby (DRB / YDBY),5:51 PM,17,6:18 PM,27
FD629,18/07/2022,Monday,PC12,Broome Int'l (BME / YBRM),Derby (DRB / YDBY),12:36 PM,12,1:03 PM,27
FD629,5/07/2022,Tuesday,PC12,Leinster (LER / YLST),Wiluna (WUN / YWLU),6:42 PM,18,7:09 PM,27
FD849,13/07/2022,Wednesday,PC12,Alice Springs (ASP / YBAS),Alice Springs (ASP / YBAS),11:19 AM,11,11:46 AM,27
FD856,13/07/2022,Wednesday,PC12,Alice Springs (ASP / YBAS),Alice Springs (ASP / YBAS),11:19 AM,11,11:46 AM,27
AM273,7/07/2022,Thursday,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),11:01 AM,11,11:29 AM,28
AM273,10/07/2022,Sunday,B350,Sydney (SYD / YSSY),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),9:15 PM,21,9:43 PM,28
FD213,8/07/2022,Friday,BE20,Dubbo (DBO / YSDU),Coonamble (CNB / YCNM),2:00 AM,2,2:28 AM,28
FD423,12/07/2022,Tuesday,B350,Cooktown (CTN / YCKN),Cairns Int'l (CNS / YBCS),10:31 PM,22,10:59 PM,28
FD425,9/07/2022,Saturday,BE20,Bundaberg (BDB / YBUD),Gladstone (GLT / YGLA),8:32 AM,8,9:00 AM,28
FD427,16/07/2022,Saturday,B350,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),7:51 PM,19,8:19 PM,28
FD427,14/07/2022,Thursday,B350,Wellcamp Airport (WTB / YBWW),Brisbane (BNE / YBBN),5:30 PM,17,5:58 PM,28
FD427,17/07/2022,Sunday,B350,Wellcamp Airport (WTB / YBWW),Goondiwindi (GOO / YGDI),12:41 AM,0,1:09 AM,28
FD449,15/07/2022,Friday,B350,Dysart (DYA / YDYS),Mackay (MKY / YBMK),5:11 PM,17,5:39 PM,28
FD456,6/07/2022,Wednesday,BE20,Goondiwindi (GOO / YGDI),Saint George (SGO / YSGE),9:14 PM,21,9:42 PM,28
FD456,15/07/2022,Friday,BE20,Kingaroy (KGY / YKRY),Brisbane (BNE / YBBN),10:13 AM,10,10:41 AM,28
FD456,6/07/2022,Wednesday,BE20,Wellcamp Airport (WTB / YBWW),Brisbane (BNE / YBBN),11:28 PM,23,11:56 PM,28
FD467,11/07/2022,Monday,BE20,Goondiwindi (GOO / YGDI),Miles Airport (WLE / YMLS),12:54 PM,12,1:22 PM,28
FD478,17/07/2022,Sunday,BE20,Rockhampton (ROK / YBRK),Thangool (THG / YTNG),8:08 AM,8,8:36 AM,28
FD480,7/07/2022,Thursday,B350,Dysart (DYA / YDYS),Mackay (MKY / YBMK),2:32 PM,14,3:00 PM,28
FD493,9/07/2022,Saturday,BE20,Cunnamulla (CMA / YCMU),Charleville (CTL / YBCV),3:49 PM,15,4:17 PM,28
FD534,12/07/2022,Tuesday,PC12,Adelaide Int'l (ADL / YPAD),Waikerie (YWKI),10:40 PM,22,11:08 PM,28
FD601,5/07/2022,Tuesday,PC12,Narrogin (YNRG),Jandakot (JAD / YPJT),12:12 PM,12,12:40 PM,28
FD602,10/07/2022,Sunday,PC12,Bunbury (BUY / YBUN),Jandakot (JAD / YPJT),5:09 PM,17,5:37 PM,28
FD607,18/07/2022,Monday,PC12,Meekatharra (MKR / YMEK),Mount Keith (WME / YMNE),2:13 AM,2,2:41 AM,28
FD608,7/07/2022,Thursday,PC12,Carnarvon (CVQ / YCAR),Shark Bay (MJK / YSHK),4:14 AM,4,4:42 AM,28
FD609,5/07/2022,Tuesday,PC12,Broome Int'l (BME / YBRM),Derby (DRB / YDBY),9:14 AM,9,9:42 AM,28
FD617,6/07/2022,Wednesday,PC12,Jandakot (JAD / YPJT),Wyalkatchem (YWKM),6:59 PM,18,7:27 PM,28
FD629,14/07/2022,Thursday,PC12,Bunbury (BUY / YBUN),Jandakot (JAD / YPJT),4:42 AM,4,5:10 AM,28
FD629,5/07/2022,Tuesday,PC12,Wiluna (WUN / YWLU),Meekatharra (MKR / YMEK),7:32 PM,19,8:00 PM,28
AM273,12/07/2022,Tuesday,B350,Moree (MRZ / YMOR),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),4:10 PM,16,4:39 PM,29
AM273,18/07/2022,Monday,B350,Moree (MRZ / YMOR),Tamworth (TMW / YSTW),4:59 PM,16,5:28 PM,29
AM273,11/07/2022,Monday,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),5:25 PM,17,5:54 PM,29
AM273,8/07/2022,Friday,B350,Port Macquarie (PQQ / YPMQ),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),12:03 PM,12,12:32 PM,29
FD416,17/07/2022,Sunday,BE20,Mount Isa (ISA / YBMA),Alpurrurulam (YALP),1:21 AM,1,1:50 AM,29
FD425,17/07/2022,Sunday,BE20,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),9:09 PM,21,9:38 PM,29
FD427,17/07/2022,Sunday,B350,Wellcamp Airport (WTB / YBWW),Brisbane (BNE / YBBN),2:19 AM,2,2:48 AM,29
FD449,11/07/2022,Monday,B350,Theodore (YTDR),Rockhampton (ROK / YBRK),8:54 AM,8,9:23 AM,29
FD467,9/07/2022,Saturday,BE20,Kingaroy (KGY / YKRY),Brisbane (BNE / YBBN),6:53 PM,18,7:22 PM,29
FD467,16/07/2022,Saturday,BE20,Toowoomba (YTWB),Goondiwindi (GOO / YGDI),3:27 PM,15,3:56 PM,29
FD534,11/07/2022,Monday,PC12,Kadina (YKDI),Adelaide Int'l (ADL / YPAD),8:54 PM,20,9:23 PM,29
FD534,14/07/2022,Thursday,PC12,Port Lincoln (PLO / YPLC),Kadina (YKDI),9:11 PM,21,9:40 PM,29
FD580,13/07/2022,Wednesday,PC12,Adelaide Int'l (ADL / YPAD),Renmark (RMK / YREN),5:07 AM,5,5:36 AM,29
FD596,17/07/2022,Sunday,PC12,Cowell (YCWL),Yorketown (YYOR),7:04 PM,19,7:33 PM,29
FD602,8/07/2022,Friday,PC12,Jandakot (JAD / YPJT),Busselton Regional (BQB / YBLN),1:08 PM,13,1:37 PM,29
FD617,9/07/2022,Saturday,PC12,Jandakot (JAD / YPJT),Narrogin (YNRG),4:14 PM,16,4:43 PM,29
FD629,16/07/2022,Saturday,PC12,Derby (DRB / YDBY),Broome Int'l (BME / YBRM),7:18 PM,19,7:47 PM,29
FD629,18/07/2022,Monday,PC12,Derby (DRB / YDBY),Broome Int'l (BME / YBRM),1:38 PM,13,2:07 PM,29
AM273,10/07/2022,Sunday,B350,Moree (MRZ / YMOR),Tamworth (TMW / YSTW),2:48 PM,14,3:18 PM,30
FD416,17/07/2022,Sunday,BE20,Alpurrurulam (YALP),Mount Isa (ISA / YBMA),2:44 AM,2,3:14 AM,30
FD416,11/07/2022,Monday,BE20,Mount Isa (ISA / YBMA),Julia Creek (JCK / YJLC),7:23 PM,19,7:53 PM,30
FD425,12/07/2022,Tuesday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),3:50 PM,15,4:20 PM,30
FD425,14/07/2022,Thursday,BE20,Maroochydore/Sunshine Coast (MCY / YBSU),Gayndah (GAH / YGAY),1:35 PM,13,2:05 PM,30
FD449,10/07/2022,Sunday,B350,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),3:02 AM,3,3:32 AM,30
FD467,9/07/2022,Saturday,BE20,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),5:46 PM,17,6:16 PM,30
FD478,6/07/2022,Wednesday,BE20,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),8:52 AM,8,9:22 AM,30
FD489,15/07/2022,Friday,BE20,Cooktown (CTN / YCKN),Cairns Int'l (CNS / YBCS),10:57 PM,22,11:27 PM,30
FD534,12/07/2022,Tuesday,PC12,Adelaide Int'l (ADL / YPAD),Peterborough (YPTB),2:32 PM,14,3:02 PM,30
FD534,16/07/2022,Saturday,PC12,Kimba (YIMB),Port Lincoln (PLO / YPLC),7:29 PM,19,7:59 PM,30
FD534,14/07/2022,Thursday,PC12,Kingscote (KGC / YKSC),Adelaide Int'l (ADL / YPAD),12:56 PM,12,1:26 PM,30
FD534,11/07/2022,Monday,PC12,Port Pirie (PPI / YPIR),Adelaide Int'l (ADL / YPAD),6:41 AM,6,7:11 AM,30
FD602,10/07/2022,Sunday,PC12,Busselton Regional (BQB / YBLN),Jandakot (JAD / YPJT),4:39 AM,4,5:09 AM,30
FD607,6/07/2022,Wednesday,PC12,One Arm Point (YOAP),Broome Int'l (BME / YBRM),5:39 PM,17,6:09 PM,30
FD609,15/07/2022,Friday,PC12,Broome Int'l (BME / YBRM),Derby (DRB / YDBY),6:18 PM,18,6:48 PM,30
AM273,9/07/2022,Saturday,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),6:10 PM,18,6:41 PM,31
AM273,9/07/2022,Saturday,B350,Tamworth (TMW / YSTW),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),4:56 PM,16,5:27 PM,31
AM273,18/07/2022,Monday,B350,Tamworth (TMW / YSTW),Coffs Harbour (YCFS),6:17 PM,18,6:48 PM,31
FD248,5/07/2022,Tuesday,BE20,White Cliffs (YWHC),Broken Hill (BHQ / YBHI),2:41 PM,14,3:12 PM,31
FD456,12/07/2022,Tuesday,BE20,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),12:50 PM,12,1:21 PM,31
FD467,9/07/2022,Saturday,BE20,Brisbane (BNE / YBBN),Kingaroy (KGY / YKRY),1:04 PM,13,1:35 PM,31
FD467,16/07/2022,Saturday,BE20,Goondiwindi (GOO / YGDI),Dirranbandi (DRN / YDBI),4:18 PM,16,4:49 PM,31
FD480,15/07/2022,Friday,B350,Townsville Int'l / RAAF (TSV / YBTL),Innisfail (YIFL),10:52 AM,10,11:23 AM,31
FD534,14/07/2022,Thursday,PC12,Adelaide Int'l (ADL / YPAD),Port Pirie (PPI / YPIR),8:05 AM,8,8:36 AM,31
FD596,14/07/2022,Thursday,PC12,Adelaide Int'l (ADL / YPAD),Port Pirie (PPI / YPIR),8:44 AM,8,9:15 AM,31
FD596,14/07/2022,Thursday,PC12,Port Pirie (PPI / YPIR),Adelaide Int'l (ADL / YPAD),12:17 PM,12,12:48 PM,31
FD607,9/07/2022,Saturday,PC12,Broome Int'l (BME / YBRM),Derby (DRB / YDBY),11:27 AM,11,11:58 AM,31
FD608,15/07/2022,Friday,PC12,Solomon (SLJ / YSOL),Port Hedland Int'l (PHE / YPPD),1:25 PM,13,1:56 PM,31
FD609,12/07/2022,Tuesday,PC12,Lombadina (YLBD),Broome Int'l (BME / YBRM),11:52 AM,11,12:23 PM,31
AM273,12/07/2022,Tuesday,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),12:14 PM,12,12:46 PM,32
AM273,5/07/2022,Tuesday,B350,Port Macquarie (PQQ / YPMQ),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),1:10 PM,13,1:42 PM,32
AM273,7/07/2022,Thursday,B350,Tamworth (TMW / YSTW),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),9:49 AM,9,10:21 AM,32
AM273,11/07/2022,Monday,B350,Tamworth (TMW / YSTW),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),3:58 PM,15,4:30 PM,32
FD211,18/07/2022,Monday,B350,Bourke (BRK / YBKE),Lightning Ridge (LHG / YLRD),3:27 PM,15,3:59 PM,32
FD213,8/07/2022,Friday,BE20,Coonamble (CNB / YCNM),Dubbo (DBO / YSDU),3:05 AM,3,3:37 AM,32
FD248,14/07/2022,Thursday,BE20,White Cliffs (YWHC),Broken Hill (BHQ / YBHI),7:51 PM,19,8:23 PM,32
FD425,11/07/2022,Monday,BE20,Bundaberg (BDB / YBUD),Kingaroy (KGY / YKRY),8:19 AM,8,8:51 AM,32
FD425,17/07/2022,Sunday,BE20,Maryborough (MBH / YMYB),Brisbane (BNE / YBBN),12:06 PM,12,12:38 PM,32
FD449,7/07/2022,Thursday,B350,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),7:24 PM,19,7:56 PM,32
FD456,10/07/2022,Sunday,BE20,Toowoomba (YTWB),Brisbane (BNE / YBBN),5:54 PM,17,6:26 PM,32
FD467,11/07/2022,Monday,BE20,Miles Airport (WLE / YMLS),Toowoomba (YTWB),2:05 PM,14,2:37 PM,32
FD467,11/07/2022,Monday,BE20,Toowoomba (YTWB),Brisbane (BNE / YBBN),6:15 PM,18,6:47 PM,32
FD478,14/07/2022,Thursday,BE20,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),12:54 PM,12,1:26 PM,32
FD493,6/07/2022,Wednesday,BE20,Birdsville (BVI / YBDV),Birdsville (BVI / YBDV),12:53 PM,12,1:25 PM,32
FD534,11/07/2022,Monday,PC12,Adelaide Int'l (ADL / YPAD),Port Pirie (PPI / YPIR),5:12 AM,5,5:44 AM,32
FD534,16/07/2022,Saturday,PC12,Whyalla (WYA / YWHA),Adelaide Int'l (ADL / YPAD),2:22 AM,2,2:54 AM,32
FD602,11/07/2022,Monday,PC12,Busselton Regional (BQB / YBLN),Jandakot (JAD / YPJT),3:46 PM,15,4:18 PM,32
FD602,3/07/2022,Sunday,PC12,Kalgoorlie-Boulder (KGI / YPKG),Leonora (LNO / YLEO),10:11 PM,22,10:43 PM,32
FD607,8/07/2022,Friday,PC12,One Arm Point (YOAP),Broome Int'l (BME / YBRM),6:04 PM,18,6:36 PM,32
FD608,16/07/2022,Saturday,PC12,Port Hedland Int'l (PHE / YPPD),Warrawagine Stn (WRW / YWWG),5:22 PM,17,5:54 PM,32
FD630J,17/07/2022,Sunday,PC24,Kalgoorlie-Boulder (KGI / YPKG),Esperance (EPR / YESP),2:43 PM,14,3:15 PM,32
FD849,4/07/2022,Monday,PC12,Alice Springs (ASP / YBAS),Papunya (YPAY),7:17 PM,19,7:49 PM,32
AM273,6/07/2022,Wednesday,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),9:28 PM,21,10:01 PM,33
FD211,18/07/2022,Monday,B350,Lightning Ridge (LHG / YLRD),Bourke (BRK / YBKE),9:11 AM,9,9:44 AM,33
FD416,8/07/2022,Friday,BE20,Mornington Island (ONG / YMTI),Normanton (YNTN),9:51 PM,21,10:24 PM,33
FD416,15/07/2022,Friday,BE20,Mount Isa (ISA / YBMA),Julia Creek (JCK / YJLC),9:08 PM,21,9:41 PM,33
FD425,14/07/2022,Thursday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),10:22 PM,22,10:55 PM,33
FD425,5/07/2022,Tuesday,BE20,Rockhampton (ROK / YBRK),Bundaberg (BDB / YBUD),11:55 AM,11,12:28 PM,33
FD427,13/07/2022,Wednesday,B350,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),11:39 AM,11,12:12 PM,33
FD427,15/07/2022,Friday,B350,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),11:29 AM,11,12:02 PM,33
FD427,9/07/2022,Saturday,B350,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),11:37 AM,11,12:10 PM,33
FD449,15/07/2022,Friday,B350,Rockhampton (ROK / YBRK),Emerald (EMD / YEML),11:32 AM,11,12:05 PM,33
FD467,6/07/2022,Wednesday,BE20,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),2:01 PM,14,2:34 PM,33
FD493,14/07/2022,Thursday,BE20,Miles Airport (WLE / YMLS),Toowoomba (YTWB),9:14 PM,21,9:47 PM,33
FD493,8/07/2022,Friday,BE20,Yowah (YYWA),Charleville (CTL / YBCV),5:05 PM,17,5:38 PM,33
FD534,9/07/2022,Saturday,PC12,Adelaide Int'l (ADL / YPAD),Renmark (RMK / YREN),11:40 AM,11,12:13 PM,33
FD596,13/07/2022,Wednesday,PC12,Adelaide Int'l (ADL / YPAD),Renmark (RMK / YREN),8:12 PM,20,8:45 PM,33
FD602,16/07/2022,Saturday,PC12,Giles (YGLS),Warburton (YWBR),3:16 PM,15,3:49 PM,33
FD602,6/07/2022,Wednesday,PC12,Leonora (LNO / YLEO),Kalgoorlie-Boulder (KGI / YPKG),5:14 PM,17,5:47 PM,33
FD278,13/07/2022,Wednesday,BE20,Broken Hill (BHQ / YBHI),Wilcannia (WIO / YWCA),6:13 PM,18,6:47 PM,34
FD425,17/07/2022,Sunday,BE20,Brisbane (BNE / YBBN),Maryborough (MBH / YMYB),11:07 AM,11,11:41 AM,34
FD425,5/07/2022,Tuesday,BE20,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),6:14 PM,18,6:48 PM,34
FD425,9/07/2022,Saturday,BE20,Gladstone (GLT / YGLA),Hervey Bay (HVB / YHBA),9:16 AM,9,9:50 AM,34
FD427,12/07/2022,Tuesday,B350,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),8:56 AM,8,9:30 AM,34
FD427,13/07/2022,Wednesday,B350,Hervey Bay (HVB / YHBA),Gladstone (GLT / YGLA),1:28 PM,13,2:02 PM,34
FD427,10/07/2022,Sunday,B350,Kingaroy (KGY / YKRY),Brisbane (BNE / YBBN),6:39 PM,18,7:13 PM,34
FD449,14/07/2022,Thursday,B350,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),3:27 AM,3,4:01 AM,34
FD456,16/07/2022,Saturday,BE20,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),4:46 PM,16,5:20 PM,34
FD456,3/07/2022,Sunday,BE20,Goondiwindi (GOO / YGDI),Toowoomba (YTWB),11:00 PM,23,11:34 PM,34
FD467,16/07/2022,Saturday,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),8:18 AM,8,8:52 AM,34
FD534,15/07/2022,Friday,PC12,Adelaide Int'l (ADL / YPAD),Pinaroo (YPNN),8:11 AM,8,8:45 AM,34
FD596,6/07/2022,Wednesday,PC12,Adelaide Int'l (ADL / YPAD),Renmark (RMK / YREN),3:51 AM,3,4:25 AM,34
FD602,8/07/2022,Friday,PC12,Busselton Regional (BQB / YBLN),Jandakot (JAD / YPJT),5:24 PM,17,5:58 PM,34
FD619,8/07/2022,Friday,PC12,Moora (YMRO),Jandakot (JAD / YPJT),4:55 PM,16,5:29 PM,34
AM273,9/07/2022,Saturday,B350,Kempsey (KPS / YKMP),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),10:50 PM,22,11:25 PM,35
AM273,5/07/2022,Tuesday,B350,Sydney (SYD / YSSY),Canberra Int'l (CBR / YSCB),4:31 PM,16,5:06 PM,35
AM273,6/07/2022,Wednesday,B350,Tamworth (TMW / YSTW),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),8:07 PM,20,8:42 PM,35
FD416,15/07/2022,Friday,BE20,Julia Creek (JCK / YJLC),Mount Isa (ISA / YBMA),10:24 PM,22,10:59 PM,35
FD416,9/07/2022,Saturday,BE20,Mornington Island (ONG / YMTI),Normanton (YNTN),9:04 PM,21,9:39 PM,35
FD416,8/07/2022,Friday,BE20,Roxborough Downs (YROX),Mount Isa (ISA / YBMA),4:54 PM,16,5:29 PM,35
FD423,17/07/2022,Sunday,B350,Townsville Int'l / RAAF (TSV / YBTL),Proserpine / Whitsunday Coast (PPP / YBPN),7:19 PM,19,7:54 PM,35
FD425,10/07/2022,Sunday,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),9:57 AM,9,10:32 AM,35
FD425,16/07/2022,Saturday,BE20,Maryborough (MBH / YMYB),Brisbane (BNE / YBBN),1:51 PM,13,2:26 PM,35
FD427,8/07/2022,Friday,B350,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),1:47 PM,13,2:22 PM,35
FD427,13/07/2022,Wednesday,B350,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),8:06 AM,8,8:41 AM,35
FD449,7/07/2022,Thursday,B350,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),10:18 PM,22,10:53 PM,35
FD449,12/07/2022,Tuesday,B350,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),7:00 PM,19,7:35 PM,35
FD449,15/07/2022,Friday,B350,Emerald (EMD / YEML),Theodore (YTDR),12:51 PM,12,1:26 PM,35
FD449,15/07/2022,Friday,B350,Rockhampton (ROK / YBRK),Dysart (DYA / YDYS),4:06 PM,16,4:41 PM,35
FD456,7/07/2022,Thursday,BE20,Wellcamp Airport (WTB / YBWW),Miles Airport (WLE / YMLS),1:25 PM,13,2:00 PM,35
FD493,17/07/2022,Sunday,BE20,Charleville (CTL / YBCV),Roma (RMA / YROM),8:05 AM,8,8:40 AM,35
FD493,13/07/2022,Wednesday,BE20,Saint George (SGO / YSGE),Taroom (XTO / YTAM),8:39 PM,20,9:14 PM,35
FD530,3/07/2022,Sunday,PC12,Adelaide Int'l (ADL / YPAD),Whyalla (WYA / YWHA),12:24 AM,0,12:59 AM,35
FD534,16/07/2022,Saturday,PC12,Olympic Dam (OLP / YOLD),Port Augusta (PUG / YPAG),12:09 AM,0,12:44 AM,35
FD534,12/07/2022,Tuesday,PC12,Port Augusta (PUG / YPAG),Kadina (YKDI),7:27 PM,19,8:02 PM,35
FD534,16/07/2022,Saturday,PC12,Port Pirie (PPI / YPIR),Adelaide Int'l (ADL / YPAD),2:45 PM,14,3:20 PM,35
FD538,16/07/2022,Saturday,PC12,Port Pirie (PPI / YPIR),Adelaide Int'l (ADL / YPAD),2:45 PM,14,3:20 PM,35
FD543,12/07/2022,Tuesday,PC12,Oodnadatta (YOOD),Marla (YALA),10:50 AM,10,11:25 AM,35
FD580,8/07/2022,Friday,PC12,Adelaide Int'l (ADL / YPAD),Whyalla (WYA / YWHA),12:17 PM,12,12:52 PM,35
FD596,6/07/2022,Wednesday,PC12,Renmark (RMK / YREN),Adelaide Int'l (ADL / YPAD),11:51 AM,11,12:26 PM,35
FD602,8/07/2022,Friday,PC12,Jandakot (JAD / YPJT),Merredin (YMDN),10:57 PM,22,11:32 PM,35
FD602,3/07/2022,Sunday,PC12,Leonora (LNO / YLEO),Kalgoorlie-Boulder (KGI / YPKG),11:08 PM,23,11:43 PM,35
FD602,7/07/2022,Thursday,PC12,Leonora (LNO / YLEO),Kalgoorlie-Boulder (KGI / YPKG),11:11 PM,23,11:46 PM,35
FD617,9/07/2022,Saturday,PC12,Narrogin (YNRG),Jandakot (JAD / YPJT),6:54 PM,18,7:29 PM,35
FD630J,12/07/2022,Tuesday,PC24,Karratha (KTA / YPKA),RAAF Learmonth (LEA / YPLM),8:39 AM,8,9:14 AM,35
AM273,7/07/2022,Thursday,B350,Sydney (SYD / YSSY),Moruya (MYA / YMRY),9:17 PM,21,9:53 PM,36
AM273,6/07/2022,Wednesday,B350,Tamworth (TMW / YSTW),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),1:25 PM,13,2:01 PM,36
FD416,14/07/2022,Thursday,BE20,Boulia (BQL / YBOU),Mount Isa (ISA / YBMA),11:18 PM,23,11:54 PM,36
FD416,17/07/2022,Sunday,BE20,Boulia (BQL / YBOU),Mount Isa (ISA / YBMA),2:03 PM,14,2:39 PM,36
FD425,16/07/2022,Saturday,BE20,Gladstone (GLT / YGLA),Maryborough (MBH / YMYB),12:19 PM,12,12:55 PM,36
FD425,11/07/2022,Monday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),9:34 PM,21,10:10 PM,36
FD449,11/07/2022,Monday,B350,Rockhampton (ROK / YBRK),Bundaberg (BDB / YBUD),10:33 AM,10,11:09 AM,36
FD456,7/07/2022,Thursday,BE20,Goondiwindi (GOO / YGDI),Wellcamp Airport (WTB / YBWW),12:00 PM,12,12:36 PM,36
